userID,userName,mediaID,mediaDate,mediaLocationLat,mediaLocationLong,mediaCommentFrom_id,mediaCommentFrom_userName,mediaComment_time,mediaComment_text,text_length
2504191,aaron,1199680117945762231_2504191,2016/3/5,41.8369,-87.6844,256676333,swimzip,2016/3/5,Sweet kisses! ,
2504191,aaron,1199680117945762231_2504191,2016/3/5,41.8369,-87.6844,194810504,pinkstonms,2016/3/6,me tooo,7
2504191,aaron,1199680117945762231_2504191,2016/3/5,41.8369,-87.6844,181049241,inspiredbythis,2016/3/12,,s2
2504191,aaron,1199680117945762231_2504191,2016/3/5,41.8369,-87.6844,211931341,lovetatum,2016/3/12,This is terrific,16
2504191,aaron,1198236460671664216_2504191,2016/3/3,33.7489,-84.3881,194810504,pinkstonms,2016/3/4,Artist!,7
2504191,aaron,1198236460671664216_2504191,2016/3/3,33.7489,-84.3881,214822693,courtneymorabito,2016/3/4,This is amazing! I need this wall in my life.,45
2504191,aaron,1198236460671664216_2504191,2016/3/3,33.7489,-84.3881,214837077,debbyglavin,2016/3/4,Wow!,4
2504191,aaron,1198236460671664216_2504191,2016/3/3,33.7489,-84.3881,1608077689,zohreh__mahmoudi,2016/3/6,Great pictures fantastic gallery,41
2504191,aaron,1196800632460247550_2504191,2016/3/1,36.117,-115.174904,193017303,krissyalebakis,2016/3/2,@fayalebakis,12
2504191,aaron,1196800632460247550_2504191,2016/3/1,36.117,-115.174904,218698695,amberscion,2016/3/2,,6
2504191,aaron,1196800632460247550_2504191,2016/3/1,36.117,-115.174904,857659839,aaronlaplaca,2016/3/2,Can I have your name on ig,26
2504191,aaron,1196800632460247550_2504191,2016/3/1,36.117,-115.174904,2617518,heloge,2016/3/8,,4
2504191,aaron,1193839816693875521_2504191,2016/2/26,34.0522,-118.243,4479332,amychild,2016/2/26,So adorable!,12
2504191,aaron,1193839816693875521_2504191,2016/2/26,34.0522,-118.243,7401423,angiecurlyfries,2016/2/26,It's really nice to watch her grow through your pictures :),59
2504191,aaron,1193839816693875521_2504191,2016/2/26,34.0522,-118.243,2073927,brandonmcarter,2016/2/26,Wow. So gorgeous.,17
2504191,aaron,1193839816693875521_2504191,2016/2/26,34.0522,-118.243,24318443,lilflea_05,2016/3/5,"@angiecurlyfries @aaron I was thinking the same thing..she's growing fast, what a cutie ",90
2504191,aaron,1191663254020129245_2504191,2016/2/23,34.063316,-118.35906,2809105,jenpinkston,2016/2/23,¤ï¤ï¤ï¤ï¤ï¤ï,12
2504191,aaron,1191663254020129245_2504191,2016/2/23,34.063316,-118.35906,178478504,xoxocesca,2016/2/23,So sweet!,9
2504191,aaron,1191663254020129245_2504191,2016/2/23,34.063316,-118.35906,290788690,catherinespaulding,2016/2/23,It's you @hannahspaulding,25
2504191,aaron,1191663254020129245_2504191,2016/2/23,34.063316,-118.35906,1527797392,itss.aaron,2016/2/25,$15 dollars for username (PayPal),33
2504191,aaron,1190945447527678313_2504191,2016/2/22,43.03936,-87.89743,9689246,chaoschytist,2016/2/22,fresh,5
2504191,aaron,1190945447527678313_2504191,2016/2/22,43.03936,-87.89743,2504191,aaron,2016/2/22,Thanks @katyweaverphotography!  As is your work!  Love it,57
2504191,aaron,1190945447527678313_2504191,2016/2/22,43.03936,-87.89743,2504191,aaron,2016/2/22,Thanks @claireleahy ,26
2504191,aaron,1190945447527678313_2504191,2016/2/22,43.03936,-87.89743,1104836064,nmamii,2016/3/1,@bigxecho,9
2504191,aaron,1190275837883155324_2504191,2016/2/21,34.063316,-118.35906,2539082433,smithgirlstoellen,2016/2/21,#smithgirlstoellen ,21
2504191,aaron,1190275837883155324_2504191,2016/2/21,34.063316,-118.35906,2504191,aaron,2016/2/21,Thanks @ericericc,17
2504191,aaron,1190275837883155324_2504191,2016/2/21,34.063316,-118.35906,2504191,aaron,2016/2/21,Thanks @brazilinspires!  Would love to Man.  Let's set something up,67
2504191,aaron,1190275837883155324_2504191,2016/2/21,34.063316,-118.35906,2504191,aaron,2016/2/21,Thanks @jankyishaiah ,23
2504191,aaron,1188767578672169366_2504191,2016/2/19,43.03936,-87.89743,2504191,aaron,2016/2/20,I know right @matrickphoto,26
2504191,aaron,1188767578672169366_2504191,2016/2/19,43.03936,-87.89743,9471702,claireleahy,2016/2/21,Well. You're great.,19
2504191,aaron,1188767578672169366_2504191,2016/2/19,43.03936,-87.89743,2504191,aaron,2016/2/21,As are you @claireleahy.  Love your work!,41
2504191,aaron,1188767578672169366_2504191,2016/2/19,43.03936,-87.89743,2539082433,smithgirlstoellen,2016/2/21,please check out the link in my bio,41
2504191,aaron,1182970481611998195_2504191,2016/2/11,43.7166,-79.3407,2539082433,smithgirlstoellen,2016/2/21,#smithgirlstoellen ,21
2504191,aaron,1182970481611998195_2504191,2016/2/11,43.7166,-79.3407,1563832360,xannie.beauty,2016/3/7,@15aaron_kn,11
2504191,aaron,1182970481611998195_2504191,2016/2/11,43.7166,-79.3407,2227868312,15aaron_kn,2016/3/8,@xannie.beauty what or was,26
2504191,aaron,1182970481611998195_2504191,2016/2/11,43.7166,-79.3407,1563832360,xannie.beauty,2016/3/8,Soz didn't mean to tag u ‚ @15aaron_kn,41
2504191,aaron,1177156444261286528_2504191,2016/2/3,34.210632,-118.3794,538260,mrtidwell,2016/2/15,I'll give you $2 for your username.,35
2504191,aaron,1177156444261286528_2504191,2016/2/3,34.210632,-118.3794,7893962,dawa_lhamo,2016/2/18,¤ï,2
2504191,aaron,1177156444261286528_2504191,2016/2/3,34.210632,-118.3794,2470535935,revlo1,2016/2/19,Great gallery you have. I'm glad to have stumbled upon it.,58
2504191,aaron,1177156444261286528_2504191,2016/2/3,34.210632,-118.3794,2539082433,smithgirlstoellen,2016/2/21,"Hello !! My name is Molly Smith and my sisters and I are from Omaha, NE and we have put together a little video we'd like you to see. The Instagram to see it at is @smithgirlstoellen, but you can also find it at http://ellentube.com/videos/0-phbt4ufv/ . The video itself starts with an introduction to ourselves and then us dancing to ""Sorry"" by Justin Bieber. We have also made the hashtag #SmithGirlsToEllen The point of the video is to catch the attention of both Ellen DeGeneres and Justin Bieber. With your help, we could reach that goal! Thank you so much :))",565
2504191,aaron,1176440694361915546_2504191,2016/2/2,34.10151,-118.326935,2504191,aaron,2016/2/3,She said you could have it @alissawithaz ,43
2504191,aaron,1176440694361915546_2504191,2016/2/2,34.10151,-118.326935,183891976,drvolland,2016/2/11,Perfect lighting!,17
2504191,aaron,1176440694361915546_2504191,2016/2/2,34.10151,-118.326935,2178843,fernandaromeroo,2016/2/15,Voila!!!,8
2504191,aaron,1176440694361915546_2504191,2016/2/2,34.10151,-118.326935,1641957254,mayyabor,2016/2/17,Love this blouse,16
